name,category_code,status,funding_total_usd
InferX,software,operating,100000
Fanzila,software,operating,1000000
youwho,web,operating,5000000
Accolade,,operating,4000000
Submittable,enterprise,operating,750000
Planwise,finance,operating,285000
combionic,software,operating,1600000
Open Source Storage,software,operating,140000
Next Step Living,cleantech,operating,29649000
SynapDx,medical,operating,32400000
Wellfount,biotech,operating,13975000
Dayak,web,operating,1000000
TournEase,ecommerce,operating,3500000
Samanage,software,operating,8000000
Pikimal,search,operating,1500000
Musicshake,games_video,operating,3500000
Milk,mobile,acquired,1700000
Bitzer Mobile,software,acquired,6333407
MakeMeReach,advertising,operating,4385100
Giftiki,social,acquired,1020000
e-contratos,web,operating,270100
CenturyLink,public_relations,operating,7999399
Efficient Cloud,network_hosting,closed,141410
Relay Network,messaging,operating,6000000
Kiwi,social,operating,400000
Mavizon,software,operating,6900000
Matchpoint Careers,consulting,operating,1000000
Wayin,social,operating,20400000
MarketSharing,consulting,operating,1000000
Atosho,ecommerce,operating,2598600
flaveit,social,closed,300000
Juventas Therapeutics,biotech,operating,39200000
National Institutes of Health (NIH),health,operating,55000000
Magnet Systems,enterprise,operating,59767166
SignalSet,mobile,operating,6000000
Nitinol Devices & Components,medical,operating,40000000
Enthuse,sports,operating,2600000
Multiplicom,biotech,operating,10298650
Get10,advertising,operating,285000
RecentPoker.com,games_video,operating,450000
NoWait,mobile,operating,4080310
BeFunky,photo_video,operating,1650000
Filter Foundry,social,operating,750000
Vidyard,analytics,operating,7650000
J. Craig Venter Institute,biotech,operating,2400000
SoStupid.com,games_video,operating,50000
CrowdCompass,mobile,acquired,1300000
Posterous,web,acquired,10140000
DesignCrowd,design,operating,6300000
SPR Therapeutics,medical,operating,7452566
Indel Therapeutics,biotech,operating,1400000
OnAsset Intelligence,enterprise,operating,6000000
Positron Dynamics,manufacturing,closed,350000
Placed,analytics,operating,3400000
Scoop.it,web,operating,2600000
CopperEgg Corporation,enterprise,acquired,4100000
My Top 10,web,operating,250000
ScholarPRO,search,closed,1015000
Prexa Pharmaceuticals,biotech,operating,10200000
Xlumena,medical,operating,46922681
Dealised,advertising,operating,6500000
BetterLesson,web,operating,5100000
Modiv Media,public_relations,acquired,9200000
iBid2Save,ecommerce,operating,550000
Aylus Networks,mobile,operating,50700000
REVENUE.com,advertising,operating,1759797
Solaiemes,public_relations,operating,971083
GoToTags,software,operating,5000
Trutap,software,closed,14500000
Silk,web,operating,3655264
"MarLytics, LLC",software,operating,50000
Lumi Mobile,mobile,operating,5700220
Bababoo,messaging,closed,1500000
iBuildApp,mobile,operating,1000000
Kaminario,enterprise,operating,40000000
Motopia,mobile,operating,15000000
BuildFax,real_estate,operating,4000000
Current Motor Company,automotive,operating,700000
OrSense,medical,operating,18000000
Lua Technologies,mobile,operating,2500000
CHOOMOGO,hardware,closed,15000
A Smarter City,software,closed,15000
Munchery,hospitality,operating,7919000
stiQRd,mobile,closed,15000
wiseri,search,operating,163524
Work For Pie,software,operating,315000
Ernie's,ecommerce,operating,15000
Krikle,games_video,operating,15000
SeraCare Life Sciences,biotech,ipo,82000000
Kumbuya,ecommerce,operating,873720
Swogo,public_relations,operating,137655
Pathways Platform,advertising,operating,4500000
Fastnote,messaging,operating,800000
SparkLix,web,operating,700000
Immunetics,biotech,operating,7229000
Tego,mobile,operating,2302634
Zurex Pharma,medical,operating,7046458
Cardinal Media Technologies,mobile,closed,63926
Genophen,biotech,operating,5426678
BioAmber,biotech,ipo,100000000
Crown Bioscience,biotech,operating,28800000
American Civics Exchange,finance,operating,170000
Moneyspyder,advertising,operating,183687
Rexter,enterprise,operating,1400000
Firespotter Labs,web,operating,18000000
eMerge Health Solutions,software,operating,1450000
Marketecture,software,operating,1473000
Mobivery,mobile,operating,140000
Marketinvoice,finance,operating,1044163
Ivalua,software,operating,4444200
Navera,consulting,operating,5500000
TelePacific Communications,network_hosting,operating,125000000
BlackSquare,ecommerce,operating,2623008
PeekYou,search,operating,1825000
Partnerbyte,software,closed,100000
Solmentum,cleantech,closed,325000
BuyerMLS,enterprise,operating,250000
Innovatient Solutions,health,operating,6580000
Spring Bank Pharmaceuticals,biotech,operating,8100000
Stratopy,mobile,operating,45000
Kaiima,biotech,operating,83000000
Scint-X,hardware,operating,1633621
General Fusion,other,operating,33250000
Hadron Systems,biotech,operating,5000000
Blu Homes,real_estate,operating,137500000
Lumatix,software,closed,888840
plista,advertising,operating,3800000
CrowdEngineering,software,operating,4350000
Affinegy,software,operating,550000
LifePics,ecommerce,operating,1980000
NatSent,web,closed,70000
Funtactix,games_video,operating,6000000
Grubwithus,web,operating,9360573
nuevoStage,web,closed,60000
Snoball,web,operating,1500000
Geospiza,software,acquired,750000
Sonya Labs,web,closed,25000
World Freight Company International,other,operating,47853300
AxoGen,biotech,operating,29058538
Medivo,enterprise,operating,22745000
Obviousidea,software,operating,691250
Spendji,public_relations,operating,300000
kapturem,mobile,operating,1000
DiViNetworks,public_relations,operating,5000000
Dashlane,web,operating,5000000
Jive Software,software,ipo,69426794
Mediastay,games_video,operating,21500000
SendtoNews,news,operating,4000000
Brighter.com,web,operating,28000000
BugSense,analytics,acquired,100000
Lightwave Logic,hardware,operating,20725000
Starfish Retention Solutions,,operating,589700
HyperBees,mobile,operating,110000
The Catch Group,ecommerce,operating,80000000
Super Heat Games,games_video,operating,1600000
Scoopon,ecommerce,operating,80000000
Cubby,other,closed,65000
Raytheon,security,ipo,3000000
Inspro,software,operating,3000000
Sellobuy,search,operating,500000
Bypass Mobile,mobile,operating,5850000
Novelo,ecommerce,closed,40000
Million Dollar Earth,advertising,closed,30000
Videolicious,software,operating,3650000
Astley Clarke,ecommerce,operating,5471884
CodeGuard,software,operating,1800000
PagoPago,advertising,closed,800000
SharePlow,web,operating,650000
Planetveo,travel,operating,20738700
U-Systems,health,acquired,11500000
Row Sham Bow,games_video,operating,7590222
Naiscorp Information Technology Services,analytics,operating,3000000
Skyhood,software,operating,352300
Web Geo Services,software,operating,2590800
Funzio,games_video,acquired,20000000
Revolt Technology,hardware,operating,2871600
WebPesados,ecommerce,operating,4000000
CoolChip Technologies,cleantech,operating,2040000
ReplyBuy,web,operating,940000
Seventh Sense Biosystems,biotech,operating,21047500
Zen Planner,ecommerce,operating,11150000
Kinex Pharmaceuticals,biotech,operating,13749600
Inporia,ecommerce,operating,1250000
Adwings,advertising,operating,24997
Oddsfutures.com,sports,operating,541296
FreeMonee,advertising,operating,45000000
Alpine Data Labs,analytics,operating,23500000
Demand Media,news,ipo,622552813
Late Nite Labs,education,acquired,1100000
Intelligent InSites,software,operating,2400000
Comunitee,news,operating,130000
Thucy,web,closed,10000
Lexim,software,operating,120000
Naurex,biotech,operating,57106600
NEAH Power Systems,cleantech,operating,6268669
Springleaf Therapeutics,biotech,operating,23277501
Claritics,enterprise,operating,1500000
Knoa Software,software,operating,8850000
Rocketship Education,education,operating,3000000
MYFX,software,operating,400000
Social Genius,software,operating,1320384
Evergage,software,operating,2250000
ZocDoc,health,operating,97000000
NationalField,enterprise,acquired,1500000
TheSquareFoot,real_estate,operating,890000
InVisionApp,software,operating,14143842
MePIN,security,operating,1750000
Evo.com,,operating,6000000
PeakStream,software,acquired,22000000
theScore,mobile,operating,16000000
Gelesis,biotech,operating,22200000
MindChild Medical,medical,operating,1336831
Typesafe,software,operating,17000000
Trillium Therapeutics,biotech,operating,1000000
Pongo Resume,consulting,operating,2000000
Zingku,,acquired,1000000
MYR,,operating,707650
LoSo,advertising,operating,700000
Mozy,public_relations,acquired,1900000
newBrandAnalytics,enterprise,operating,29999999
Voxox Inc.,web,operating,5300000
Prosodic,software,operating,1400000
Epoch,games_video,operating,200000
Jostle,enterprise,operating,3100000
Biodel,biotech,ipo,48500002
TriNovus,software,operating,2250000
Figment,web,operating,1000000
MyNewDeals.com,ecommerce,operating,200000
Searchles,web,operating,2000000
Sonar.me,mobile,closed,200000
MotherKnows,health,operating,3300000
Social Media Simplified,consulting,operating,510000
WooMe,web,acquired,17400000
MasteryConnect,education,operating,5500000
GFS IT,web,closed,465744
HiLo Tickets,ecommerce,operating,40000
Extend Media,software,acquired,33200000
menuvox,ecommerce,operating,20000
Xtime,software,operating,28400000
MediaBoost,advertising,operating,6200000
The Tap Lab,games_video,operating,562000
Cubic Telecom,mobile,operating,12012000
Mobile365 (fka InphoMatch),,acquired,13500000
FoxyP2,education,operating,4210000
Internet Broadcasting,web,operating,500000
Open Places,web,operating,1100000
CAD Crowd,web,operating,150000
CatchFree,web,closed,5500000
Data Connect Corporation,software,operating,265000
Viewdle,analytics,acquired,12000000
Altavoz,games_video,operating,475000
MysteryD,games_video,closed,350000
uma information technology,consulting,operating,1100000
Genbook,web,operating,2200000
WaterSmart Software,software,operating,6350000
Salespod,enterprise,operating,121550
Plizy,photo_video,closed,5200000
FanTrail,mobile,operating,500000
Mixx,web,acquired,3500000
StartersFund,finance,operating,99362
UPlanMe,advertising,operating,240000
Qwiqq,mobile,operating,710000
Woldme,games_video,closed,1500000
Diveboard,web,operating,100000
MetaCarta,mobile,acquired,10000000
ABILITY Network,medical,operating,33000000
Searcheeze,web,operating,305000
Thrillophilia Adventure Tours Pvt. Ltd.,web,operating,260000
Jirafe,advertising,operating,7000000
Heckyl,analytics,operating,4750000
PayMate India,mobile,operating,14000000
PharmaNation,web,closed,25000000
TripIt,travel,acquired,13100000
Restorando,web,operating,16500000
TweetDeck,software,acquired,3800000
Triptrotting,travel,operating,1800000
JAD Tech Consulting,consulting,operating,125000
C-sam,,operating,2000000
Tripl,social,closed,900000
RefferedAgent.com,other,closed,275000
PubMatic,advertising,operating,63000000
Lyst,fashion,operating,5000000
Patent Safari,legal,operating,2500000
Znapshop,ecommerce,closed,50000
GoInstant,enterprise,acquired,1700000
Moreix,web,operating,750000
Yurbuds,hardware,operating,10158510
CareDox,web,operating,1549940
RocketOz,games_video,operating,500000
Breathing Buildings,cleantech,operating,3403685
New Zealand Free Classifieds,advertising,closed,2100000
Resolve Therapeutics,biotech,operating,8883334
NewsPin,social,operating,270000
GENWI,mobile,operating,7100000
ThoughtLeadr,analytics,operating,400000
PhysioSonics,medical,operating,5098830
Mithridion,biotech,closed,1250000
CreditPing.com,web,operating,580000
MD On-Line,biotech,operating,12000000
Checkpoint Surgical,medical,operating,2100808
ADFLOW Health Networks,health,operating,2500190
Pretty Simple,games_video,operating,3600000
Fuse Powered Inc.,mobile,operating,5600000
Cartour,transportation,operating,28474000
Care and Share Associates,enterprise,operating,324657
Enumeral Biomedical,biotech,operating,5790454
PatientPay Inc.,software,operating,3500000
Flytivity,web,operating,150000
Zanbato,finance,operating,5050000
Adap.tv,advertising,acquired,48500000
Rayku,education,operating,25000
Slinky,search,operating,250000
Fetchnotes,mobile,operating,443000
Gold Lasso,software,operating,400000
SessionM,advertising,operating,26500000
Novate Medical,medical,operating,12386190
T3 MOTION,automotive,operating,11100000
Lyfepoints,web,operating,150000
CloudTran,enterprise,operating,600000
Mint.com,finance,acquired,31775000
eXo,enterprise,operating,6000000
MyMemory.com,ecommerce,operating,2912424
AlertMe,cleantech,operating,36781282
GetTaxi,travel,operating,42000000
Dydra,software,operating,50000
BestVendor,software,acquired,4200000
72Lux,software,operating,1400000
Splick-it,ecommerce,operating,4657434
EndPlay,advertising,operating,21500000
CodeBaby,web,operating,9412932
Open Road Integrated Media,advertising,operating,19000000
TurningArt,design,operating,2250000
PerspecSys,enterprise,operating,20000000
24PageBooks,software,closed,50000
IDENTEC GROUP,enterprise,operating,7500000
AesRx,biotech,operating,3455150
Aquion Energy,cleantech,operating,65000000
mobicanvas,mobile,operating,50000
CGTrader,ecommerce,operating,243941
Oncofactor Corporation,biotech,closed,3100000
Keybroker,advertising,operating,4760000
Gidsy,travel,acquired,1200000
JobOn,consulting,operating,250000
Open Mobile Solutions,mobile,operating,135000
Citelighter,software,operating,850000
U4EA Networks,ecommerce,closed,30000
CitySwag,fashion,operating,50000
Egghead Interactive,advertising,operating,880000
Cognitive Code,software,operating,500000
Greenvity Communications,cleantech,operating,7000000
BlueStacks,mobile,operating,17040690
KISSmetrics,software,operating,10800000
CustomerXPs Software,software,operating,4000000
Amen.,mobile,acquired,3000000
ICS Mobile,mobile,operating,1000000
FinancialForce.com,software,operating,26300000
Southtree,web,operating,60000
GlocalReach,mobile,closed,200000
Goshi,ecommerce,operating,75000
Matchpin,advertising,closed,250000
Placester,public_relations,operating,3326212
Social Tables,software,operating,1500000
Reflectance Medical,medical,operating,500000
Advantagene,biotech,operating,500000
ViajaNet,travel,operating,19000000
Supercell,games_video,operating,272000000
Ingenic,education,operating,100000
Abcodia,biotech,operating,1622348
Personetics Technologies,finance,operating,18000000
Pathway Therapeutics,biotech,operating,24400000
Resilient Network Systems,network_hosting,operating,5000000
Wimdu,travel,operating,90000000
Blokkd Inc.,web,closed,12500
Eco Market,ecommerce,operating,1028856
Flowgram,web,closed,1300000
HealthRally,social,operating,400000
WhoisEDI,finance,operating,5000
BetaUsersNow.com,web,closed,10000
Senexx,enterprise,operating,250000
Fingerprint,games_video,operating,9150000
Informous,advertising,operating,1000000
Icelandic Glacial,cleantech,operating,40000000
Benzinga,news,operating,1500000
Galera Therapeutics,biotech,operating,12210000
Lumora,biotech,operating,2446978
StatusNet,software,operating,2295000
Mobilisafe,mobile,acquired,1200000
Ecrio,mobile,operating,27000000
Spill Inc,web,operating,420000
EBOOKAPLACE,ecommerce,closed,1000000
Buy Local Canada,search,closed,103703
app2you,web,operating,168986
Rigel Pharmaceuticals,biotech,ipo,130000000
SiTime,semiconductor,operating,20000000
Flomio,ecommerce,operating,543000
Adlibrium Inc,mobile,operating,1500000
QualySense,cleantech,operating,2900000
BodeTree,finance,operating,1400000
Zigswitch,cleantech,closed,50000
Tablo,education,closed,200000
eCareDiary,enterprise,operating,277000
Toro Development,mobile,operating,1472100
BioCritica,biotech,operating,25000000
SigFig,finance,operating,15000000
HomeSpace,public_relations,operating,40000
The Wedding Favor,social,closed,100000
adfinitum Networks,advertising,operating,944824
Ducksboard,analytics,operating,747936
Fight My Monster,games_video,operating,2100000
Insitu Mobile,mobile,operating,100000
Transinsight,software,operating,589850
Argus Labs,advertising,operating,886440
VOIP Depot,ecommerce,operating,226110
TheCreator.ME,ecommerce,operating,400000
Virtualtwo,fashion,operating,216510
HylioSoft,web,operating,50000
imageloop,web,operating,1310600
Primus Power,cleantech,operating,11000000
World Surveillance Group,security,operating,1705000
eduPad,education,operating,694280
BenchPrep,education,operating,7800000
Ziftit,web,operating,4000000
Milmenus.com,mobile,operating,7500
LegalSherpa,legal,operating,50000
Jybe,web,acquired,250250
Viking Systems,biotech,operating,3000000
Sample6,biotech,operating,16750000
Amarantus BioSciences,biotech,operating,1299327
Checkd.In,public_relations,operating,1000000
Rocketick,hardware,operating,5500000
ADVANCE Medical,medical,operating,26000000
55tuan.com,ecommerce,operating,200000000
Portalarium,games_video,operating,9425000
Woofound,games_video,operating,5601000
YouWeb,consulting,operating,2000000
Payfirma,mobile,operating,2549115
Blog Sparks Network,,operating,100000
QuickGifts,ecommerce,operating,1320000
Serina Therapeutics,biotech,operating,22650080
Esperance Pharmaceuticals,biotech,operating,20200245
Shield Therapeutics,biotech,operating,11814560
Sapiens,medical,operating,32078400
Daqri,enterprise,operating,15000000
EndoSphere,medical,closed,3148584
The Stakeholder Company,analytics,operating,490000
Topix,web,operating,15000000
adSage,advertising,operating,20000000
MySiteApp,mobile,operating,3650000
LOYAL3,finance,operating,20500000
Yachtico,travel,operating,1000000
First Insight,analytics,operating,7879267
OHK Labs,sports,operating,100000
OpenFin,finance,operating,2612879
Dafiti,ecommerce,operating,230000000
GEOLID,advertising,operating,4975500
FounderFuel,finance,operating,6000000
appAttach,,operating,1093469
Lumicell Diagnostics,hardware,operating,2700000
VirtualWorks Group,software,operating,8500000
Dynamighty,games_video,operating,130000
Achievers,software,operating,49122326
YourStreet,web,operating,250000
Liqueo,software,operating,150000
Neato Robotics,hardware,operating,26200000
Kinvey,enterprise,operating,7018000
PROnewtech S.A.,consulting,closed,66230
InsideSales.com,enterprise,operating,43049999
iubenda,legal,operating,100000
Airway Therapeutics,biotech,operating,500000
Iahorro Business Solutions,finance,operating,724400
Triventus,consulting,operating,18679649
Memrise,education,operating,6278000
Moped,messaging,operating,1000000
Upstart Industries (Vantage),software,closed,497608
Restalo,hospitality,operating,11446000
roundCorner,enterprise,operating,3100000
GupShup Technology India Pvt. Ltd.,mobile,operating,33000000
SportsHedge,games_video,operating,465000
EverTrue,mobile,operating,6550000
Sponduu,mobile,operating,170000
Boomset,mobile,operating,151000
Birch Communications,network_hosting,operating,167500000
Regenesis Biomedical,medical,operating,5300000
Mu Sigma,analytics,operating,133000000
SeptRx,medical,operating,2700000
AdGent Digital,advertising,operating,5300000
Service2Media,mobile,operating,10000000
Backplane,web,operating,5800000
Solartrec,cleantech,operating,600000
Total Beauty Media,web,operating,16000000
Just Dial,search,ipo,67000000
Streetlife,social,operating,909151
SBR Health,health,operating,1670000
Intertainment Media,,operating,1064482
University of Michigan,education,operating,4500000
Sky Storage,enterprise,operating,25000
Cyterix Pharmaceuticals,biotech,operating,16490000
Mobilitrix,mobile,operating,80000
Skymarker,mobile,operating,600000
Triad Semiconductor,semiconductor,operating,6000000
skillsbite.com,other,closed,120000
Pawngo,finance,operating,2300000
Leap Motion,hardware,operating,44050000
TriOviz,hardware,operating,1000000
Gemvara.com,ecommerce,operating,11000000
Poll Me Ltd,mobile,closed,114924
Certica Solutions,education,operating,7632859
LockPath,security,operating,8000000
Bildero,software,operating,250000
Yellow Pages,search,operating,2000
turntable.fm,music,operating,7000000
Snapguide,web,operating,10000000
NextDigest,advertising,closed,390000
mmCHANNEL,other,closed,2977800
Visualase,biotech,operating,3000000
Tulane University,education,operating,3400000
Arstasis,medical,operating,53999998
GlobalMotion,travel,operating,1000000
Halozyme Therapeutics,biotech,operating,63000000
Wind Energy Direct,cleantech,operating,28802000
Apex Fund Services,finance,operating,30000000
American Aerogel,manufacturing,operating,12677722
SunSun Lighting,manufacturing,operating,40000000
Sapato.ru,ecommerce,acquired,20000000
BitDefender,software,operating,7000000
Vidcaster,enterprise,operating,400000
Ginger.io,analytics,operating,8200000
WillCall,mobile,operating,2100000
Ceedo Technologies,mobile,operating,4500000
Surf Air,travel,operating,10759387
KnowNow,web,closed,13000000
Boston Micromachines,hardware,operating,1200000
"LOCKON CO.,LTD.",advertising,operating,2100000
Access Scientific,medical,operating,14750001
ExactCost,software,operating,8500000
Allied Pacific Sports Network,sports,closed,7000000
Bacula Systems,software,operating,5000000
Radisens Diagnostics,medical,operating,1593460
The O'Gara Group,security,operating,23000000
JouleX,enterprise,acquired,17000000
YouMail,messaging,operating,12655000
Critical Links,software,operating,5700000
FL3XX,software,operating,2169670
Right On Interactive,software,operating,750000
Segway,cleantech,operating,161000000
Ambit Biosciences,biotech,operating,80000000
ParElastic,enterprise,operating,8700000
Geeklist,social,operating,1250000
Road Hero,mobile,operating,300000
Embarke,web,operating,1250000
Predictivez,analytics,operating,100000
Lore,education,acquired,12123837
Estimize,finance,operating,1400000
GiftMe,ecommerce,closed,18885
Party Earth,games_video,operating,4235122
QPSoftware,software,operating,30000
MemberTender.com,enterprise,operating,816240
ImageBrief,web,operating,700000
One-Song,web,operating,20000
SOLOMO Technology,software,operating,3386432
Mission Research,software,operating,1500000
Motif Investing,finance,operating,51000000
HTG Molecular Diagnostics,biotech,operating,23755498
DNA Guide,enterprise,operating,250000
Milestone Pharmaceuticals,biotech,operating,13000000
SaveUp,finance,operating,7000000
CAS Medical Systems,medical,operating,15000000
EasyProve,enterprise,operating,20118
Hotspur Technologies,,acquired,10321150
ener.co,cleantech,operating,1200000
Windowfarms,cleantech,operating,80000
BizeeBee,software,operating,870000
LocalVox Media,mobile,operating,8825000
Wurl,enterprise,operating,5165000
HelpMeRent.com,real_estate,closed,154000
Filter Squad,games_video,operating,1338656
Xiimo,web,operating,150000
Tal Medical,medical,operating,700000
Spindle,mobile,acquired,2300000
Gigi Hill,manufacturing,closed,4000000
Active-Semi,semiconductor,operating,6000000
Smart Device Media,,operating,150000
Aegis Mobility,mobile,operating,10724189
CellControl,software,operating,600000
Trinity-Noble,enterprise,operating,100000
FlowPlay,games_video,operating,3800000
Nixon,fashion,operating,139000000
Mobi,hardware,operating,573000
BoomBotix,hardware,operating,305000
SplashThat,software,operating,240135
"AppCentral, Inc.",enterprise,acquired,4000000
Volume11 Media,advertising,operating,270711
Emerging Travel,travel,operating,15800000
CryoXtract Instruments,biotech,operating,3800000
TrioMed Innovations,medical,operating,6000000
Copious,web,operating,7000000
Koronis Pharmaceuticals,biotech,operating,1000000
Gloople,ecommerce,operating,243540
Vopium,mobile,operating,23119200
Aviary,mobile,operating,17000000
Stealth Social Networking Grid,,operating,250000
Cupoint,ecommerce,operating,700000
Camiloo,software,operating,81232
Scratch Music Group,music,operating,3300000
NanoRacks,nanotech,operating,2600000
RF Biocidics,health,operating,10000000
Ovelin,games_video,operating,1400000
Igloo Vision,games_video,operating,410424
STAT-Diagnostica,biotech,operating,31784070
Stewart Group Holdings,hardware,operating,19314064
Saatchi Online,web,operating,11150004
FishBrain,web,operating,150000
Enevo,cleantech,operating,2614400
Actiwave,mobile,operating,4275854
Pulse,news,acquired,9800000
rankur,software,operating,38979
Meme Apps,software,operating,2433172
Soldsie,software,operating,1000000
TrustDegrees,web,closed,11000
Reconnex,software,acquired,16000000
Biart,games_video,operating,4200000
TapIt! by Phunware,advertising,acquired,550000
MeetingSprout,web,operating,5000
Ubersense,mobile,operating,1100000
Direct Media Technologies,network_hosting,operating,4200000
Jan Medical,medical,operating,3470147
Inhabi,real_estate,operating,14000
BlaBlaCar,travel,operating,10000000
SocialWire,advertising,operating,3500000
Yozons,ecommerce,operating,240000
Affineti Biologics,medical,operating,500000
Ntractive,enterprise,operating,570000
lucierna,software,acquired,2106600
Eagle Eye Solutions,web,operating,2427800
VibeDeck,music,operating,2000000
Good World Games,games_video,operating,580000
Vsnap,analytics,operating,1250000
InContext Solutions,consulting,operating,1500000
Reelation,web,closed,85000
JobConvo,web,operating,240000
One Medical Group,medical,operating,76500000
Codeship,software,operating,150000
Chatterfly,mobile,acquired,1000000
Ultragenyx Pharmaceutical,biotech,operating,135100005
Maker Studios,games_video,operating,64500000
Valencell,hardware,operating,5500000
AntVoice,software,operating,1067625
in2apps,web,operating,1700000
Enablon,software,operating,15000000
Coupoplaces,web,closed,15000
Wahanda,web,operating,11627441
Medialets,advertising,operating,28400000
Contour Energy Systems,cleantech,operating,39200000
TechMedia Network,advertising,operating,40500000
Urban Interactions,consulting,operating,1600000
BelieversFund,mobile,closed,50000
Blogic,software,operating,20000
Buzzilla,,operating,2000000
Mendor,health,operating,11642130
Buytech,enterprise,operating,21596
Intoloop,web,operating,987290
UsherBuddy,ecommerce,operating,20000
"Mobile Location, IP",mobile,operating,18000000
GameAnalytics,games_video,operating,2500000
Bromium,security,operating,75800000
Cannonball,mobile,operating,15000
Milestone Systems,software,operating,27000000
SMS Assist,enterprise,operating,60000000
LED Roadway Lighting,manufacturing,operating,4000000
Boston Therapeutics,biotech,operating,2000000
Chabot Space & Science Center,other,operating,1950000
Alta Wind Energy Center,cleantech,closed,102000000
Affle,advertising,operating,10000000
Crescent Diagnostics,medical,operating,2159550
Bitly,web,operating,31400000
Cinchcast,enterprise,operating,6000000
MuteButton,medical,operating,284240
Empowered Careers,education,operating,19391496
Football Meister,games_video,operating,500000
NaturallyCurly Network,social,operating,1200000
Jobster,search,acquired,52500000
Social Project,web,acquired,47500000
9You,games_video,operating,100000000
card.io,mobile,acquired,1000000
OverNear,mobile,operating,4536500
Chapatiz,games_video,operating,530000
Familiar,photo_video,acquired,1300000
Typerings.com,ecommerce,operating,200000
Fluid Entertainment,games_video,operating,3200000
IGG,games_video,operating,9000000
Giftly,web,acquired,2800000
Numedeon,games_video,operating,1000000
Aditive,advertising,operating,3301958
Playlore,consulting,operating,3000000
PlotWatt,analytics,operating,4000000
Touchstone Semiconductor,semiconductor,operating,12000000
IdleAir,cleantech,operating,3000000
Extreme Reality,web,operating,24000000
ihush.com,ecommerce,operating,43000000
Impermium,security,operating,9000000
Simmersion Holdings,other,operating,2642000
Unisfair,enterprise,operating,22200000
Vpon,advertising,operating,7000000
Nodeable,analytics,acquired,2000000
Feedjit,web,operating,450000
Oakland Single Parents' Network,enterprise,closed,5000
Lefthand Networks,enterprise,acquired,25000000
CaratLane,ecommerce,operating,21000000
oLyfe,search,operating,150000
Beepl,news,acquired,400000
Noise Freaks,music,operating,10000
AskNshare,web,operating,600000
Eyeona,web,closed,2000000
Rawporter,mobile,operating,300000
Iwebalize,advertising,operating,50000
Adjudica,enterprise,operating,550000
8D World,games_video,operating,12250000
MakeSpace,other,operating,1300000
RotoHog,games_video,closed,8000000
Skin Scan,biotech,operating,68630
motionBEAT inc,advertising,operating,15700000
Cybronics,software,operating,57000
Novint,hardware,operating,5200000
myRete,social,operating,1787500
Nurien Software,software,closed,25000000
Redeem&Get,web,operating,200000
CreativeWorx,software,operating,400000
Ezakus Labs,advertising,operating,6386260
Flat World Knowledge,software,operating,26200000
SulfurCell,cleantech,closed,158700000
Ivantis,health,operating,49264989
Mytrus,medical,operating,750000
SciFluor Life Sciences,biotech,operating,5000000
Hitlantis,music,operating,1500000
NovaSom,biotech,operating,43077411
Matatena Games,games_video,closed,120000
Dialog Solutions,software,operating,1007464
FlashSoft,software,acquired,3000000
On-Ramp Wireless,mobile,operating,75100112
Classteacher Learning Systems,education,operating,15000000
Codeoscopic,consulting,operating,2139150
Lomography,photo_video,operating,1000000
SweetLabs,software,operating,21500000
impok,finance,operating,504512
Ocarina Networks,network_hosting,acquired,20000000
Tutor Assignment,education,operating,25000
LectureTools,education,operating,1000000
uKnow.com,security,operating,3125000
MomentFeed,analytics,operating,8500000
Balihoo,advertising,operating,24500100
Lifecrowd,social,operating,5000000
Cogeco Cable,news,operating,215000000
National Technical Systems,consulting,ipo,14000000
HealthTeacher,health,operating,5900000
Pet360,pets,operating,18000000
LendAmend,finance,operating,1000000
Ziptask,consulting,operating,118000
Invincea,software,operating,10249992
AeroFS,enterprise,operating,5500000
HealthCare.com,web,operating,6100000
Dynamics,finance,operating,40700000
Shopcade,web,operating,4000000
Blue Jeans Network,enterprise,operating,98500000
NonWoTecc Medical,medical,operating,10097500
OpenQ,software,operating,5500000
ME911,security,operating,1685000
Texifter,enterprise,operating,180000
Kout,,operating,1600000
DealAngel,travel,acquired,868000
Kaboo Cloud Camera,enterprise,operating,20000
Kwarter,mobile,operating,5000000
Publicate,web,operating,194530
Vixely Inc,news,operating,100000
Pump Audio,games_video,acquired,2500000
CyberSettle,finance,operating,2723829
Neul,network_hosting,operating,18829964
SeeVolution,analytics,operating,530000
Gamzee,games_video,closed,1000000
Krauttools,enterprise,operating,711000
Wuhan Kindstar Diagnostics,medical,operating,11000000
Eliza Corporation,health,operating,105769230
MadeiraCloud,enterprise,operating,1500000
Utel,messaging,operating,4046840
Argus Insights,analytics,operating,200000
Resumesimo.com,web,operating,500000
Graymatics,advertising,operating,1800000
Turpitude,games_video,operating,1000000
DVTel,manufacturing,operating,12500000
Lotus Tissue Repair,biotech,operating,26000000
Fanarchy Limited,web,closed,18885
APPCityLife,mobile,operating,431162
AEGEA Medical,biotech,operating,19367098
Tenex Health,health,operating,16843224
Chaordix,software,operating,1500000
Yostro,public_relations,acquired,38881
Openfinance,enterprise,acquired,607200
Syncbak,software,operating,6850000
BrandFiesta,web,operating,100000
Groove Customer Support,software,operating,1250000
CoffeeTable,ecommerce,operating,2500000
MixRank,advertising,operating,1500000
Gr8erMinds,software,operating,8000
H&D Wireless,mobile,operating,1811765
FIZZA,health,operating,200000
Gizmox,enterprise,operating,9250000
